Fecha_Hora,Velocidad (m/s),Dirección (grados),Comp N-S,Comp E-O,Avg Comp N-S,Avg Comp E-O,Avg Wind Speed,Avg Wind Direction
2024-11-08 17:30:00,1.6,223.62,-1.02,-0.98,-1.02,-0.98,1.42,-133.72
2024-11-08 17:40:00,1.75,205.78,-1.41,-0.65,-1.41,-0.65,1.56,-114.69
2024-11-08 17:50:00,1.8,222.1,-1.17,-1.12,-1.17,-1.12,1.63,-133.77
2024-11-08 18:00:00,1.47,246.28,-0.45,-1.29,-0.45,-1.29,1.37,-160.85
2024-11-08 18:10:00,1.39,228.99,-0.75,-0.98,-0.75,-0.98,1.23,-142.68
2024-11-08 18:20:00,1.67,251.18,-0.46,-1.51,-0.46,-1.51,1.57,-163.02
2024-11-08 18:30:00,2.11,261.92,-0.27,-2.05,-0.27,-2.05,2.07,-172.61
2024-11-08 18:40:00,2.34,266.64,-0.06,-2.28,-0.06,-2.28,2.28,-178.39
2024-11-08 18:50:00,1.68,232.77,-0.91,-1.23,-0.91,-1.23,1.53,-143.45
2024-11-08 19:00:00,1.45,214.25,-0.93,-0.87,-0.93,-0.87,1.27,-133.05
2024-11-08 19:10:00,1.36,215.77,-0.74,-0.86,-0.74,-0.86,1.14,-139.2
2024-11-08 19:20:00,1.08,207.22,-0.74,-0.62,-0.74,-0.62,0.97,-130.0
2024-11-08 19:30:00,1.19,197.21,-0.92,-0.19,-0.92,-0.19,0.94,-101.48
2024-11-08 19:40:00,1.94,149.23,-1.04,1.0,-1.04,1.0,1.44,-46.15
2024-11-08 19:50:00,1.36,224.62,-0.83,-0.95,-0.83,-0.95,1.26,-138.64
2024-11-08 20:00:00,1.85,248.58,-0.54,-1.68,-0.54,-1.68,1.76,-162.27
2024-11-08 20:10:00,1.24,262.96,-0.08,-1.21,-0.08,-1.21,1.21,-176.18
2024-11-08 20:20:00,0.34,83.02,-0.29,0.01,-0.29,0.01,0.29,-88.73
2024-11-08 20:30:00,0.32,114.32,0.0,-0.28,0.0,-0.28,0.28,179.19
2024-11-08 20:40:00,0.17,76.09,0.05,-0.12,0.05,-0.12,0.13,158.0
2024-11-08 20:50:00,1.02,189.66,-0.6,-0.68,-0.6,-0.68,0.91,-138.59
2024-11-08 21:00:00,0.5,111.7,-0.08,-0.45,-0.08,-0.45,0.45,-170.42
2024-11-08 21:10:00,0.28,143.41,0.2,-0.18,0.2,-0.18,0.27,131.94
2024-11-08 21:20:00,0.64,60.66,0.01,0.63,0.01,0.63,0.63,0.79
2024-11-08 21:30:00,0.45,54.56,-0.03,0.43,-0.03,0.43,0.43,-3.67
2024-11-08 21:40:00,1.03,94.22,-0.16,0.99,-0.16,0.99,1.0,-9.36
2024-11-08 21:50:00,0.97,102.51,-0.31,0.83,-0.31,0.83,0.88,-20.28
2024-11-08 22:00:00,0.79,92.83,-0.09,0.74,-0.09,0.74,0.75,-6.6
2024-11-08 22:10:00,0.05,12.13,-0.02,0.02,-0.02,0.02,0.03,-34.81
2024-11-08 22:20:00,0.22,104.6,0.12,-0.16,0.12,-0.16,0.2,142.68
2024-11-08 22:30:00,0.11,58.13,0.07,-0.09,0.07,-0.09,0.11,142.53
2024-11-08 22:40:00,0.07,27.32,0.02,-0.06,0.02,-0.06,0.06,157.46
2024-11-08 22:50:00,0.36,68.36,-0.21,0.14,-0.21,0.14,0.25,-57.59
2024-11-08 23:00:00,0.48,175.74,0.13,-0.38,0.13,-0.38,0.4,161.58
2024-11-08 23:10:00,0.6,233.72,0.44,-0.38,0.44,-0.38,0.58,131.15
2024-11-08 23:20:00,0.37,94.3,-0.3,-0.09,-0.3,-0.09,0.31,-106.85
2024-11-08 23:30:00,0.67,139.04,-0.65,-0.03,-0.65,-0.03,0.65,-92.77
2024-11-08 23:40:00,0.92,174.5,-0.9,-0.08,-0.9,-0.08,0.9,-94.99
2024-11-08 23:50:00,0.67,153.51,-0.64,-0.01,-0.64,-0.01,0.64,-90.65
2024-11-09 00:00:00,0.19,51.94,-0.13,-0.01,-0.13,-0.01,0.13,-93.45
2024-11-09 00:10:00,0.16,34.28,0.03,0.09,0.03,0.09,0.09,19.79
2024-11-09 00:20:00,0.38,48.99,-0.01,0.38,-0.01,0.38,0.38,-1.34
2024-11-09 00:30:00,0.32,106.85,0.08,-0.1,0.08,-0.1,0.13,140.53
2024-11-09 00:40:00,0.3,122.25,0.17,-0.23,0.17,-0.23,0.29,143.66
2024-11-09 00:50:00,0.08,32.92,0.03,-0.05,0.03,-0.05,0.05,149.91
2024-11-09 01:00:00,0.28,131.09,0.19,-0.19,0.19,-0.19,0.27,134.92
2024-11-09 01:10:00,0.29,49.66,0.05,0.22,0.05,0.22,0.22,13.35
2024-11-09 01:20:00,0.24,22.73,0.02,0.21,0.02,0.21,0.21,4.12
2024-11-09 01:30:00,0.21,46.77,-0.01,0.04,-0.01,0.04,0.04,-19.61
2024-11-09 01:40:00,0.14,21.26,0.03,0.11,0.03,0.11,0.11,13.48
2024-11-09 01:50:00,0.57,198.53,0.41,-0.27,0.41,-0.27,0.49,123.21
2024-11-09 02:00:00,0.22,85.34,0.14,-0.16,0.14,-0.16,0.21,138.59
2024-11-09 02:10:00,0.4,81.61,-0.08,0.16,-0.08,0.16,0.18,-25.8
2024-11-09 02:20:00,0.18,93.75,0.12,-0.13,0.12,-0.13,0.18,136.81
2024-11-09 02:30:00,0.15,18.97,0.02,0.13,0.02,0.13,0.14,7.08
2024-11-09 02:40:00,0.45,191.84,0.33,-0.3,0.33,-0.3,0.45,132.28
2024-11-09 02:50:00,0.95,305.69,0.59,-0.72,0.59,-0.72,0.93,140.8
2024-11-09 03:00:00,0.75,287.16,0.42,-0.59,0.42,-0.59,0.73,144.46
2024-11-09 03:10:00,0.78,302.32,0.53,-0.56,0.53,-0.56,0.77,136.51
2024-11-09 03:20:00,0.82,289.21,0.6,-0.56,0.6,-0.56,0.82,132.98
2024-11-09 03:30:00,0.08,12.1,0.0,0.08,0.0,0.08,0.08,1.36
2024-11-09 03:40:00,0.45,204.06,0.33,-0.29,0.33,-0.29,0.44,131.86
2024-11-09 03:50:00,0.79,253.14,0.21,-0.74,0.21,-0.74,0.77,164.2
2024-11-09 04:00:00,0.13,57.95,0.05,-0.12,0.05,-0.12,0.12,158.45
2024-11-09 04:10:00,0.12,37.93,-0.08,-0.08,-0.08,-0.08,0.11,-133.28
2024-11-09 04:20:00,0.24,115.51,0.17,-0.17,0.17,-0.17,0.24,135.68
2024-11-09 04:30:00,0.08,35.93,0.06,-0.05,0.06,-0.05,0.08,129.77
2024-11-09 04:40:00,0.43,172.02,0.08,-0.4,0.08,-0.4,0.41,169.29
2024-11-09 04:50:00,0.53,206.03,-0.02,-0.52,-0.02,-0.52,0.52,-177.48
2024-11-09 05:00:00,0.66,237.38,0.16,-0.5,0.16,-0.5,0.52,162.02
2024-11-09 05:10:00,0.76,278.75,0.33,-0.65,0.33,-0.65,0.73,152.91
2024-11-09 05:20:00,0.68,292.31,0.4,-0.52,0.4,-0.52,0.66,142.51
2024-11-09 05:30:00,0.15,53.11,0.01,-0.15,0.01,-0.15,0.15,175.48
2024-11-09 05:40:00,0.0,2.18,0.0,-0.0,0.0,-0.0,0.0,126.77
2024-11-09 05:50:00,0.16,70.46,0.11,-0.12,0.11,-0.12,0.16,136.84
2024-11-09 06:00:00,0.59,230.18,-0.17,-0.44,-0.17,-0.44,0.47,-159.09
2024-11-09 06:10:00,3.09,140.84,-0.56,2.33,-0.56,2.33,2.4,-13.45
2024-11-09 06:20:00,7.37,93.86,-0.45,7.33,-0.45,7.33,7.35,-3.54
2024-11-09 06:30:00,6.56,124.63,0.18,6.26,0.18,6.26,6.27,1.61
2024-11-09 06:40:00,0.75,24.36,0.23,0.65,0.23,0.65,0.69,19.82
2024-11-09 06:50:00,11.0,83.0,1.25,10.55,1.25,10.55,10.62,6.77
2024-11-09 07:00:00,1.81,326.38,1.28,-0.75,1.28,-0.75,1.49,120.39
2024-11-09 07:10:00,1.79,335.64,1.63,-0.74,1.63,-0.74,1.79,114.39
2024-11-09 07:20:00,1.65,333.06,1.52,-0.64,1.52,-0.64,1.65,112.72
2024-11-09 07:30:00,5.26,284.03,0.81,-5.14,0.81,-5.14,5.2,171.02
2024-11-09 07:40:00,8.87,272.76,0.25,-8.85,0.25,-8.85,8.86,178.36
2024-11-09 07:50:00,1.52,274.42,0.16,-1.49,0.16,-1.49,1.5,173.93
2024-11-09 08:00:00,1.65,272.29,0.07,-1.64,0.07,-1.64,1.64,177.46
2024-11-09 08:10:00,0.4,73.64,-0.01,-0.17,-0.01,-0.17,0.17,-177.2
2024-11-09 08:20:00,0.08,11.81,0.01,0.07,0.01,0.07,0.07,5.14
2024-11-09 08:30:00,0.59,139.54,0.23,-0.48,0.23,-0.48,0.53,153.91
2024-11-09 08:40:00,0.67,194.84,0.21,-0.6,0.21,-0.6,0.64,161.13
2024-11-09 08:50:00,1.39,235.32,0.24,-1.35,0.24,-1.35,1.37,169.9
2024-11-09 09:00:00,2.34,275.0,0.22,-2.31,0.22,-2.31,2.32,174.53
2024-11-09 09:10:00,1.47,218.9,0.12,-1.35,0.12,-1.35,1.35,174.99
2024-11-09 09:20:00,0.33,34.87,0.12,0.21,0.12,0.21,0.24,29.24
2024-11-09 09:30:00,0.3,28.59,0.12,0.16,0.12,0.16,0.2,35.34
2024-11-09 09:40:00,0.21,43.47,0.07,0.02,0.07,0.02,0.07,77.61
